;outcome;purpose_;dti;borrower_score;payment_inc_ratio
30462;paid off;other;16.8;0.6;2.596
31133;paid off;debt_consolidation;17.83;0.5;847.354
12347;default;home_improvement;7.32;0.25;309.206
10186;default;debt_consolidation;7.23;0.7;45.328
30586;paid off;home_improvement;18.94;0.6;525.863
31568;paid off;major_purchase;7.85;0.4;149.883
12896;default;debt_consolidation;21.47;0.3;106.693
10350;default;credit_card;12.4;0.55;9.325
24578;paid off;credit_card;7.47;0.75;23.108
26653;paid off;major_purchase;0.41;0.9;442.848
15039;default;major_purchase;2.56;0.6;603.733
24976;paid off;debt_consolidation;13.29;0.8;353.544
2267;default;debt_consolidation;7.92;0.45;976.776
41060;paid off;major_purchase;3.33;0.7;108.796
38378;paid off;home_improvement;8.62;0.45;165.849
41872;paid off;debt_consolidation;4.05;0.65;437.059
9164;default;debt_consolidation;28.6;0.3;114.092
33490;paid off;debt_consolidation;12.42;0.45;157.816
30129;paid off;credit_card;11.84;0.55;708.127
34468;paid off;home_improvement;5.65;0.7;238.745
16542;default;debt_consolidation;17.3;0.4;838.632
28447;paid off;debt_consolidation;26.49;0.35;110.289
17791;default;debt_consolidation;12.64;0.55;100.394
8710;default;debt_consolidation;18.11;0.45;649.535
6948;default;credit_card;13.11;0.55;870.178
36721;paid off;debt_consolidation;15.92;0.5;136.242
37453;paid off;credit_card;21.37;0.4;463.144
34933;paid off;home_improvement;5.78;0.65;670.824
31608;paid off;credit_card;17.04;0.35;582.555
514;default;debt_consolidation;4.52;0.45;527.831
38624;paid off;credit_card;16.29;0.55;77.397
30237;paid off;debt_consolidation;22.79;0.5;682.667
24214;paid off;home_improvement;21.99;0.55;157.344
39009;paid off;other;10.63;0.6;101.166
24500;paid off;credit_card;11.16;0.4;58.448
10829;default;home_improvement;17.63;0.65;746.861
17051;default;credit_card;20.4;0.55;988.656
9225;default;debt_consolidation;29.13;0.35;149.984
33597;paid off;debt_consolidation;15.44;0.45;791.681
31915;paid off;debt_consolidation;13.07;0.65;591.946
7111;default;debt_consolidation;32.48;0.4;152.902
8065;default;other;7.33;0.5;167.437
2257;default;debt_consolidation;21.15;0.55;129.747
15997;default;debt_consolidation;15.43;0.4;140.275
39473;paid off;debt_consolidation;22.85;0.55;910.096
7486;default;debt_consolidation;19.27;0.65;131.626
11493;default;debt_consolidation;32.61;0.3;138.004
29880;paid off;debt_consolidation;19.28;0.7;451.467
35596;paid off;credit_card;15.98;0.4;898.364
27440;paid off;credit_card;15.72;0.65;464.925
20196;default;other;10.7;0.5;14.768
15040;default;credit_card;6.42;0.5;270.799
32114;paid off;home_improvement;8.58;0.55;646.424
39728;paid off;debt_consolidation;10.68;0.65;598.301
42840;paid off;debt_consolidation;12.19;0.5;963.512
43331;paid off;debt_consolidation;17.22;0.65;442.927
3589;default;major_purchase;3.12;0.85;99.444
11093;default;credit_card;8.38;0.45;86.006
44944;paid off;debt_consolidation;23.99;0.25;566.115
41910;paid off;debt_consolidation;17.53;0.45;190.223
11405;default;debt_consolidation;14.99;0.45;892.557
40484;paid off;debt_consolidation;10.75;0.8;818.383
25791;paid off;other;19.13;0.4;225.408
20552;default;debt_consolidation;2.7;0.6;120.844
7094;default;debt_consolidation;13.97;0.45;107.659
19034;default;debt_consolidation;21.83;0.35;73.114
14191;default;debt_consolidation;13.4;0.3;164.221
20650;default;debt_consolidation;9.09;0.5;718.877
41736;paid off;debt_consolidation;12;0.6;586.215
3097;default;other;12.03;0.6;767.394
21026;default;other;9.52;0.45;8.016
41530;paid off;debt_consolidation;23.81;0.35;131.221
40107;paid off;debt_consolidation;9.68;0.45;365.973
46100;paid off;credit_card;22.2;0.5;112.646
4973;default;debt_consolidation;18.57;0.25;982.933
33027;paid off;debt_consolidation;7.34;0.7;795.337
42623;paid off;credit_card;19.44;0.4;125.346
22063;default;other;21.26;0.3;269.535
33092;paid off;debt_consolidation;7.98;0.7;734.388
32740;paid off;credit_card;21.31;0.5;8.76
14843;default;debt_consolidation;21.02;0.4;48.532
41055;paid off;debt_consolidation;22.13;0.5;995.498
22011;default;other;29.91;0.45;119.541
22732;default;debt_consolidation;15.13;0.5;630.831
34274;paid off;debt_consolidation;4.14;0.6;37.131
29022;paid off;major_purchase;2.86;0.4;103.849
26589;paid off;debt_consolidation;19.82;0.35;150.695
28797;paid off;credit_card;21.62;0.55;102.321
16429;default;debt_consolidation;17.1;0.4;21.182
2096;default;small_business;20.03;0.55;3.369
30377;paid off;credit_card;14.89;0.35;532.947
3769;default;debt_consolidation;11.63;0.65;105.641
23697;paid off;credit_card;23.36;0.55;665.111
40558;paid off;debt_consolidation;16.76;0.6;680.215
17659;default;debt_consolidation;20.6;0.5;138.557
18671;default;debt_consolidation;33.58;0.35;75.422
41103;paid off;other;20.79;0.35;579.635
18680;default;debt_consolidation;15.45;0.65;165.568
37523;paid off;debt_consolidation;22.43;0.55;122.154
30021;paid off;debt_consolidation;21.15;0.7;332.267
21826;default;debt_consolidation;33.5;0.3;79.528
3766;default;debt_consolidation;13.63;0.5;530.429
22694;default;debt_consolidation;8.4;0.45;182.982
23393;paid off;other;25.03;0.65;0.814473
17475;default;debt_consolidation;23.39;0.2;115.952
28805;paid off;debt_consolidation;14.53;0.55;127.602
12739;default;credit_card;17.54;0.45;706.158
3694;default;debt_consolidation;23.04;0.45;29.472
15007;default;other;5.36;0.45;762.113
38952;paid off;debt_consolidation;10.54;0.7;5.508
25536;paid off;debt_consolidation;7.3;0.35;316.781
23365;paid off;home_improvement;13.71;0.85;711.997
42983;paid off;credit_card;26.64;0.55;117.925
22422;default;credit_card;21.72;0.6;472.149
38584;paid off;credit_card;22.74;0.35;487.385
25784;paid off;debt_consolidation;18.38;0.5;171.985
36257;paid off;debt_consolidation;5.16;0.65;876.635
11100;default;debt_consolidation;14.43;0.55;145.162
24034;paid off;debt_consolidation;28.68;0.25;107.068
17058;default;small_business;24.81;0.65;126.788
18914;default;debt_consolidation;18.85;0.4;122.056
21099;default;other;5.15;0.7;822.557
2416;default;other;14.95;0.5;10.181
45834;paid off;major_purchase;15.34;0.5;5.435
37304;paid off;major_purchase;13.98;0.45;93.926
28224;paid off;credit_card;3.54;0.7;342.945
6368;default;credit_card;7.04;0.6;101.409
19722;default;other;14.82;0.4;150.909
30098;paid off;debt_consolidation;12.58;0.55;142.119
21800;default;debt_consolidation;27.85;0.25;128.347
3860;default;other;18.88;0.3;296.932
28254;paid off;debt_consolidation;7.25;0.5;467.091
6750;default;debt_consolidation;18.31;0.5;117.044
699;default;debt_consolidation;7.34;0.5;95.528
30620;paid off;credit_card;14.58;0.65;455.319
9460;default;debt_consolidation;26.38;0.45;35.098
22644;default;debt_consolidation;11.27;0.6;120.032
16661;default;credit_card;22.46;0.35;125.342
28624;paid off;debt_consolidation;19.1;0.4;817.149
20648;default;debt_consolidation;10.6;0.4;0.948127
1086;default;debt_consolidation;20.22;0.5;114.788
12586;default;debt_consolidation;26.36;0.6;115.407
13832;default;debt_consolidation;33.74;0.3;108.898
21640;default;debt_consolidation;15.34;0.4;909.024
36589;paid off;debt_consolidation;13.3;0.5;183.662
43889;paid off;other;6.09;0.6;180.421
7219;default;debt_consolidation;16.13;0.2;154.218
8987;default;debt_consolidation;18.39;0.45;892.335
11117;default;credit_card;26.67;0.4;128.819
